,id,npo,year,metric_id,metric_code,metric_name,unit,office,office_type,home_office,region,scenario,value_us_consolidated,value_non_consolidated,currency,metric_description,check_not_same_value_us,office_type_fe,graph_fe,region_gsheet_andreas,Field1,office_gsheet_andreas,value_non_consolidated_float,group_dataset,office_type_gsheet_andreas,country_gsheet_andreas,value_us_consolidated_float,Presentation_Type,OBJECTID_1,country_opensource_data_name,year_time,office_1,country
388,63037,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Mexico,Country Office,US Country Office,Latin America/Caribbean,Actual,114.0,114.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Mexico,114.0,non_regional,Country Office,Mexico,114.0,,0,Mexico,2020-01-01 00:00:00,,Mexico
389,63038,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Mongolia,Country Office,International Country Office,Asia/Pacific,Actual,64.0,64.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Mongolia,64.0,non_regional,Country Office,Mongolia,64.0,,0,Mongolia,2020-01-01 00:00:00,,Mongolia
390,63039,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Mozambique,Country Office,International Country Office,Africa,Actual,368.0,368.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Mozambique,368.0,non_regional,Country Office,Mozambique,368.0,,0,Mozambique,2020-01-01 00:00:00,,Mozambique
391,63040,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Myanmar,Country Office,International Country Office,Asia/Pacific,Actual,218.0,218.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Myanmar,218.0,non_regional,Country Office,Myanmar,218.0,,0,Burma,2020-01-01 00:00:00,,Myanmar
392,63041,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Namibia,Country Office,US Country Office,Africa,Actual,60.0,60.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Namibia,60.0,non_regional,Country Office,Namibia,60.0,,0,Namibia,2020-01-01 00:00:00,,Namibia
393,63042,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Nepal,Country Office,US Country Office,Asia/Pacific,Actual,100.0,100.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Nepal,100.0,non_regional,Country Office,Nepal,100.0,,0,Nepal,2020-01-01 00:00:00,,Nepal
394,63043,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Netherlands,National Office,National Office,Europe,Actual,319.0,319.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Netherlands,319.0,non_regional,National Office / Partners,Netherlands,319.0,,0,Netherlands,2020-01-01 00:00:00,,Netherlands
395,63044,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-New Zealand,National Office,National Office,Asia/Pacific,Actual,53.0,53.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-New Zealand,53.0,non_regional,National Office / Partners,New Zealand,53.0,,0,New Zealand,2020-01-01 00:00:00,,New Zealand
396,63045,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Norway,National Office,National Office,Europe,Actual,179.0,179.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Norway,179.0,non_regional,National Office / Partners,Norway,179.0,,0,Norway,2020-01-01 00:00:00,,Norway
397,63047,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Pakistan,National Office,National Office,Asia/Pacific,Actual,78.0,78.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Pakistan,78.0,non_regional,National Office / Partners,Pakistan,78.0,,0,Pakistan,2020-01-01 00:00:00,,Pakistan
398,63048,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Paraguay,Country Office,US Country Office,Latin America/Caribbean,Actual,73.0,73.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Paraguay,73.0,non_regional,Country Office,Paraguay,73.0,,0,Paraguay,2020-01-01 00:00:00,,Paraguay
399,63049,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Peru,Country Office,US Country Office,Latin America/Caribbean,Actual,123.0,123.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Peru,123.0,non_regional,Country Office,Peru,123.0,,0,Peru,2020-01-01 00:00:00,,Peru
400,63050,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Philippines,National Office,National Office,Asia/Pacific,Actual,35.0,35.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Philippines,35.0,non_regional,National Office / Partners,Philippines,35.0,,0,Philippines,2020-01-01 00:00:00,,Philippines
401,63051,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Poland,National Office,National Office,Europe,Actual,29.0,29.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Poland,29.0,non_regional,National Office / Partners,Poland,29.0,,0,Poland,2020-01-01 00:00:00,,Poland
402,63053,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Singapore,National Office,National Office,Asia/Pacific,Actual,158.0,158.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Singapore,158.0,non_regional,National Office / Partners,Singapore,158.0,,0,Singapore,2020-01-01 00:00:00,,Singapore
403,63054,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-South Africa,National Office,National Office,Africa,Actual,247.0,247.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-South Africa,247.0,non_regional,National Office / Partners,South Africa,247.0,,0,South Africa,2020-01-01 00:00:00,,South Africa
404,63055,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Spain,National Office,National Office,Europe,Actual,59.0,59.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Spain,59.0,non_regional,National Office / Partners,Spain,59.0,,0,Spain,2020-01-01 00:00:00,,Spain
405,63056,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Sweden,National Office,National Office,Europe,Actual,146.0,146.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Sweden,146.0,non_regional,National Office / Partners,Sweden,146.0,,0,Sweden,2020-01-01 00:00:00,,Sweden
406,63057,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Switzerland,National Office,National Office,Europe,Actual,52.0,52.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Switzerland,52.0,non_regional,National Office / Partners,Switzerland,52.0,,0,Switzerland,2020-01-01 00:00:00,,Switzerland
407,63058,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Tanzania,Country Office,International Country Office,Africa,Actual,70.0,70.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Tanzania,70.0,non_regional,Country Office,"Tanzania, United Republic of",70.0,,0,United Republic of Tanzania,2020-01-01 00:00:00,,"Tanzania, United Republic of"
408,63059,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Thailand,Country Office,International Country Office,Asia/Pacific,Actual,94.0,94.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Thailand,94.0,non_regional,Country Office,Thailand,94.0,,0,Thailand,2020-01-01 00:00:00,,Thailand
409,63060,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Turkey,National Office,National Office,Europe,Actual,82.0,82.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Turkey,82.0,non_regional,National Office / Partners,Turkey,82.0,,0,Turkey,2020-01-01 00:00:00,,Turkey
410,63061,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Uganda,Country Office,International Country Office,Africa,Actual,21.0,21.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Uganda,21.0,non_regional,Country Office,Uganda,21.0,,0,Uganda,2020-01-01 00:00:00,,Uganda
411,63062,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-UK,National Office,National Office,Europe,Actual,180.0,180.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-UK,180.0,non_regional,National Office / Partners,United Kingdom,180.0,,0,United Kingdom,2020-01-01 00:00:00,,United Kingdom
412,63063,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-US,National Office,National Office,North America,Actual,2359.0,2359.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,North America,0,WWF-US,2359.0,non_regional,National Office / Partners,United States of America,2359.0,,0,United States,2020-01-01 00:00:00,,United States of America
413,63064,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Vietnam,Country Office,International Country Office,Asia/Pacific,Actual,96.0,96.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Vietnam,96.0,non_regional,Country Office,Vietnam,96.0,,0,Viet Nam,2020-01-01 00:00:00,,Vietnam
414,63065,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Zambia,Country Office,International Country Office,Africa,Actual,55.0,55.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Zambia,55.0,non_regional,Country Office,Zambia,55.0,,0,Zambia,2020-01-01 00:00:00,,Zambia
415,63066,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Zimbabwe,Country Office,International Country Office,Africa,Actual,16.0,16.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Zimbabwe,16.0,non_regional,Country Office,Zimbabwe,16.0,,0,Zimbabwe,2020-01-01 00:00:00,,Zimbabwe
416,77189,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,Associação Natureza Portugal (ANP),Partners,National Office,Europe,Actual,4.0,4.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,Associação Natureza Portugal (ANP),4.0,non_regional,National Office / Partners / Partners,Portugal,4.0,,0,Portugal,2019-01-01 00:00:00,,Portugal
417,77190,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,Emirates Nature (UAE),Partners,National Office,Europe,Actual,48.0,48.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,Emirates Nature (UAE),48.0,non_regional,National Office / Partners / Partners,United Arab Emirates,48.0,,0,United Arab Emirates,2019-01-01 00:00:00,,United Arab Emirates
418,77193,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Australia,National Office,National Office,Asia/Pacific,Actual,400.0,400.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Australia,400.0,non_regional,National Office / Partners / Partners,Australia,400.0,,0,Australia,2019-01-01 00:00:00,,Australia
419,77194,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Austria,National Office,National Office,Europe,Actual,39.0,39.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Austria,39.0,non_regional,National Office / Partners / Partners,Austria,39.0,,0,Austria,2019-01-01 00:00:00,,Austria
420,77195,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Belgium,National Office,National Office,Europe,Actual,108.0,108.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Belgium,108.0,non_regional,National Office / Partners / Partners,Belgium,108.0,,0,Belgium,2019-01-01 00:00:00,,Belgium
421,77196,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Bhutan,Country Office,US Country Office,Asia/Pacific,Actual,52.0,52.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Bhutan,52.0,non_regional,Country Office,Bhutan,52.0,,0,Bhutan,2019-01-01 00:00:00,,Bhutan
422,77197,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Bolivia,Country Office,US Country Office,Latin America/Caribbean,Actual,81.0,81.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Bolivia,81.0,non_regional,Country Office,Bolivia,81.0,,0,Bolivia,2019-01-01 00:00:00,,Bolivia
423,77198,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Brazil,National Office,National Office,Latin America/Caribbean,Actual,496.0,496.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Brazil,496.0,non_regional,National Office / Partners / Partners,Brazil,496.0,,0,Brazil,2019-01-01 00:00:00,,Brazil
424,77199,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Cambodia,Country Office,International Country Office,Asia/Pacific,Actual,52.0,52.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Cambodia,52.0,non_regional,Country Office,Cambodia,52.0,,0,Cambodia,2019-01-01 00:00:00,,Cambodia
425,77200,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Cameroon,Country Office,International Country Office,Africa,Actual,359.0,359.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Cameroon,359.0,non_regional,Country Office,Cameroon,359.0,,0,Cameroon,2019-01-01 00:00:00,,Cameroon
426,77201,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Canada,National Office,National Office,North America,Actual,313.0,313.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,North America,0,WWF-Canada,313.0,non_regional,National Office / Partners / Partners,Canada,313.0,,0,Canada,2019-01-01 00:00:00,,Canada
427,77203,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Central African Rep.,Country Office,International Country Office,Africa,Actual,37.0,37.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Central African Rep.,37.0,non_regional,Country Office,Central African Republic,37.0,,0,Central African Republic,2019-01-01 00:00:00,,Central African Republic
428,77205,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Chile,Country Office,US Country Office,Latin America/Caribbean,Actual,179.0,179.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Chile,179.0,non_regional,Country Office,Chile,179.0,,0,Chile,2019-01-01 00:00:00,,Chile
429,77206,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-China,National Office,International Country Office,Asia/Pacific,Actual,1086.0,1086.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-China,1086.0,non_regional,National Office / Partners,China,1086.0,,0,China,2019-01-01 00:00:00,,China
430,77207,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Colombia,National Office,National Office,Latin America/Caribbean,Actual,231.0,231.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Colombia,231.0,non_regional,National Office / Partners,Colombia,231.0,,0,Colombia,2019-01-01 00:00:00,,Colombia
431,77208,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Dem. Rep. of Congo,Country Office,International Country Office,Africa,Actual,264.0,264.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Dem. Rep. of Congo,264.0,non_regional,Country Office,Democratic Republic of the Congo,264.0,,0,Democratic Republic of the Congo,2019-01-01 00:00:00,,Democratic Republic of the Congo
432,77209,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Denmark,National Office,National Office,Europe,Actual,105.0,105.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Denmark,105.0,non_regional,National Office / Partners,Denmark,105.0,,0,Denmark,2019-01-01 00:00:00,,Denmark
433,77210,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Ecuador,Country Office,US Country Office,Latin America/Caribbean,Actual,105.0,105.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Ecuador,105.0,non_regional,Country Office,Ecuador,105.0,,0,Ecuador,2019-01-01 00:00:00,,Ecuador
434,77212,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Finland,National Office,National Office,Europe,Actual,108.0,108.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Finland,108.0,non_regional,National Office / Partners,Finland,108.0,,0,Finland,2019-01-01 00:00:00,,Finland
435,77213,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-France,National Office,National Office,Europe,Actual,236.0,236.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-France,236.0,non_regional,National Office / Partners,France,236.0,,0,France,2019-01-01 00:00:00,,France
436,77214,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Gabon,Country Office,International Country Office,Africa,Actual,17.0,17.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Africa,0,WWF-Gabon,17.0,non_regional,Country Office,Gabon,17.0,,0,Gabon,2019-01-01 00:00:00,,Gabon
437,77215,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Germany,National Office,National Office,Europe,Actual,587.0,587.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Germany,587.0,non_regional,National Office / Partners,Germany,587.0,,0,Germany,2019-01-01 00:00:00,,Germany
438,77217,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Greece,National Office,National Office,Europe,Actual,73.0,73.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Greece,73.0,non_regional,National Office / Partners,Greece,73.0,,0,Greece,2019-01-01 00:00:00,,Greece
439,77220,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Hong-Kong,National Office,National Office,Asia/Pacific,Actual,69.0,69.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Hong-Kong,69.0,non_regional,National Office / Partners,"Hong Kong, Special Administrative Region of China",69.0,,0,Hong Kong,2019-01-01 00:00:00,,"Hong Kong, Special Administrative Region of China"
440,77221,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-India,National Office,National Office,Asia/Pacific,Actual,334.0,334.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-India,334.0,non_regional,National Office / Partners,India,334.0,,0,India,2019-01-01 00:00:00,,India
