,id,npo,year,metric_id,metric_code,metric_name,unit,office,office_type,home_office,region,scenario,value_us_consolidated,value_non_consolidated,currency,metric_description,check_not_same_value_us,office_type_fe,graph_fe,region_gsheet_andreas,Field1,office_gsheet_andreas,value_non_consolidated_float,group_dataset,office_type_gsheet_andreas,country_gsheet_andreas,value_us_consolidated_float,Presentation_Type,OBJECTID_1,country_opensource_data_name,year_time,office_1,country
0,6916,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Adria,Country Office,International Country Office,Europe,Actual,27.0,27.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,27.0,regional_grouped,,Europe,27.0,,0,,2025-01-01 00:00:00,,Europe
1,6926,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Caucasus,Country Office,International Country Office,Europe,Actual,30.0,30.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,30.0,regional_grouped,,Europe,30.0,,0,,2025-01-01 00:00:00,,Europe
2,6928,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Central and Eastern Europe,National Office,National Office,Europe,Actual,51.0,51.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,,0,,51.0,regional_grouped,,Europe,51.0,,0,,2025-01-01 00:00:00,,Europe
3,6942,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Guatemala/Mesoamerica,Country Office,US Country Office,Latin America/Caribbean,Actual,65.0,65.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,65.0,regional_grouped,,Latin America/Caribbean,65.0,,0,,2025-01-01 00:00:00,,Latin America/Caribbean
4,6943,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Guianas,Country Office,US Country Office,Latin America/Caribbean,Actual,19.0,19.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,19.0,regional_grouped,,Latin America/Caribbean,19.0,,0,,2025-01-01 00:00:00,,Latin America/Caribbean
5,6963,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-North Africa,Country Office,International Country Office,Europe,Actual,32.0,32.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,32.0,regional_grouped,,Europe,32.0,,0,,2025-01-01 00:00:00,,Europe
6,6965,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Pacific,Country Office,International Country Office,Asia/Pacific,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,0.0,regional_grouped,,Asia/Pacific,0.0,,0,,2025-01-01 00:00:00,,Asia/Pacific
7,15407,NPO FY2025,2024,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Adria,Country Office,International Country Office,Europe,Actual,27.0,27.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,27.0,regional_grouped,,Europe,27.0,,0,,2024-01-01 00:00:00,,Europe
8,15417,NPO FY2025,2024,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Caucasus,Country Office,International Country Office,Europe,Actual,14.0,14.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,14.0,regional_grouped,,Europe,14.0,,0,,2024-01-01 00:00:00,,Europe
9,15419,NPO FY2025,2024,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Central and Eastern Europe,National Office,National Office,Europe,Actual,50.0,50.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,,0,,50.0,regional_grouped,,Europe,50.0,,0,,2024-01-01 00:00:00,,Europe
10,15433,NPO FY2025,2024,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Guatemala/Mesoamerica,Country Office,US Country Office,Latin America/Caribbean,Actual,90.0,90.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,90.0,regional_grouped,,Latin America/Caribbean,90.0,,0,,2024-01-01 00:00:00,,Latin America/Caribbean
11,15434,NPO FY2025,2024,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Guianas,Country Office,US Country Office,Latin America/Caribbean,Actual,17.0,17.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,17.0,regional_grouped,,Latin America/Caribbean,17.0,,0,,2024-01-01 00:00:00,,Latin America/Caribbean
12,15454,NPO FY2025,2024,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-North Africa,Country Office,International Country Office,Europe,Actual,64.8,64.8,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,64.8,regional_grouped,,Europe,64.8,,0,,2024-01-01 00:00:00,,Europe
13,15456,NPO FY2025,2024,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Pacific,Country Office,International Country Office,Asia/Pacific,Actual,182.0,182.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,182.0,regional_grouped,,Asia/Pacific,182.0,,0,,2024-01-01 00:00:00,,Asia/Pacific
14,26503,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Adria,Country Office,International Country Office,Europe,Actual,27.0,27.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,27.0,regional_grouped,,Europe,27.0,,0,,2023-01-01 00:00:00,,Europe
15,26513,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Caucasus,Country Office,International Country Office,Europe,Actual,6.0,6.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,6.0,regional_grouped,,Europe,6.0,,0,,2023-01-01 00:00:00,,Europe
16,26515,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Central and Eastern Europe,National Office,National Office,Europe,Actual,57.0,57.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,,0,,57.0,regional_grouped,,Europe,57.0,,0,,2023-01-01 00:00:00,,Europe
17,26529,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Guatemala/Mesoamerica,Country Office,US Country Office,Latin America/Caribbean,Actual,39.0,39.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,39.0,regional_grouped,,Latin America/Caribbean,39.0,,0,,2023-01-01 00:00:00,,Latin America/Caribbean
18,26530,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Guianas,Country Office,US Country Office,Latin America/Caribbean,Actual,23.0,23.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,23.0,regional_grouped,,Latin America/Caribbean,23.0,,0,,2023-01-01 00:00:00,,Latin America/Caribbean
19,26550,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-North Africa,Country Office,International Country Office,Europe,Actual,86.3,86.3,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,86.3,regional_grouped,,Europe,86.3,,0,,2023-01-01 00:00:00,,Europe
20,26552,NPO FY2025,2023,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Pacific,Country Office,International Country Office,Asia/Pacific,Actual,185.0,185.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,185.0,regional_grouped,,Asia/Pacific,185.0,,0,,2023-01-01 00:00:00,,Asia/Pacific
21,38837,NPO FY2025,2022,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Adria,Country Office,International Country Office,Europe,Actual,24.0,24.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,24.0,regional_grouped,,Europe,24.0,,0,,2022-01-01 00:00:00,,Europe
22,38847,NPO FY2025,2022,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Caucasus,Country Office,International Country Office,Europe,Actual,6.0,6.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,6.0,regional_grouped,,Europe,6.0,,0,,2022-01-01 00:00:00,,Europe
23,38849,NPO FY2025,2022,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Central and Eastern Europe,National Office,National Office,Europe,Actual,17.0,17.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,,0,,17.0,regional_grouped,,Europe,17.0,,0,,2022-01-01 00:00:00,,Europe
24,38863,NPO FY2025,2022,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Guatemala/Mesoamerica,Country Office,US Country Office,Latin America/Caribbean,Actual,23.0,23.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,23.0,regional_grouped,,Latin America/Caribbean,23.0,,0,,2022-01-01 00:00:00,,Latin America/Caribbean
25,38864,NPO FY2025,2022,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Guianas,Country Office,US Country Office,Latin America/Caribbean,Actual,8.0,8.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,8.0,regional_grouped,,Latin America/Caribbean,8.0,,0,,2022-01-01 00:00:00,,Latin America/Caribbean
26,38885,NPO FY2025,2022,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Pacific,Country Office,International Country Office,Asia/Pacific,Actual,41.0,41.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,41.0,regional_grouped,,Asia/Pacific,41.0,,0,,2022-01-01 00:00:00,,Asia/Pacific
27,51175,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Adria,Country Office,International Country Office,Europe,Actual,1.0,1.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,1.0,regional_grouped,,Europe,1.0,,0,,2021-01-01 00:00:00,,Europe
28,51185,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Caucasus,Country Office,International Country Office,Europe,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,0.0,regional_grouped,,Europe,0.0,,0,,2021-01-01 00:00:00,,Europe
29,51187,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Central and Eastern Europe,National Office,National Office,Europe,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,,0,,0.0,regional_grouped,,Europe,0.0,,0,,2021-01-01 00:00:00,,Europe
30,51201,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Guatemala/Mesoamerica,Country Office,US Country Office,Latin America/Caribbean,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,0.0,regional_grouped,,Latin America/Caribbean,0.0,,0,,2021-01-01 00:00:00,,Latin America/Caribbean
31,51202,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Guianas,Country Office,US Country Office,Latin America/Caribbean,Actual,0.0,0.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,0.0,regional_grouped,,Latin America/Caribbean,0.0,,0,,2021-01-01 00:00:00,,Latin America/Caribbean
32,51223,NPO FY2025,2021,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Pacific,Country Office,International Country Office,Asia/Pacific,Actual,10.0,10.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,10.0,regional_grouped,,Asia/Pacific,10.0,,0,,2021-01-01 00:00:00,,Asia/Pacific
33,62998,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Adria,Country Office,International Country Office,Europe,Actual,14.0,14.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,14.0,regional_grouped,,Europe,14.0,,0,,2020-01-01 00:00:00,,Europe
34,63008,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Caucasus,Country Office,International Country Office,Europe,Actual,8.0,8.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,8.0,regional_grouped,,Europe,8.0,,0,,2020-01-01 00:00:00,,Europe
35,63010,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Central and Eastern Europe,National Office,National Office,Europe,Actual,59.0,59.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,,0,,59.0,regional_grouped,,Europe,59.0,,0,,2020-01-01 00:00:00,,Europe
36,63024,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Guatemala/Mesoamerica,Country Office,US Country Office,Latin America/Caribbean,Actual,38.0,38.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,38.0,regional_grouped,,Latin America/Caribbean,38.0,,0,,2020-01-01 00:00:00,,Latin America/Caribbean
37,63025,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Guianas,Country Office,US Country Office,Latin America/Caribbean,Actual,39.0,39.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,39.0,regional_grouped,,Latin America/Caribbean,39.0,,0,,2020-01-01 00:00:00,,Latin America/Caribbean
38,63046,NPO FY2025,2020,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Pacific,Country Office,International Country Office,Asia/Pacific,Actual,81.0,81.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,81.0,regional_grouped,,Asia/Pacific,81.0,,0,,2020-01-01 00:00:00,,Asia/Pacific
39,77202,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Caucasus,Country Office,International Country Office,Europe,Actual,27.0,27.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,27.0,regional_grouped,,Europe,27.0,,0,,2019-01-01 00:00:00,,Europe
40,77204,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Central and Eastern Europe,National Office,National Office,Europe,Actual,104.0,104.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,,0,,104.0,regional_grouped,,Europe,104.0,,0,,2019-01-01 00:00:00,,Europe
41,77218,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Guatemala/Mesoamerica,Country Office,US Country Office,Latin America/Caribbean,Actual,96.0,96.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,96.0,regional_grouped,,Latin America/Caribbean,96.0,,0,,2019-01-01 00:00:00,,Latin America/Caribbean
42,77219,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Guianas,Country Office,US Country Office,Latin America/Caribbean,Actual,72.0,72.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,72.0,regional_grouped,,Latin America/Caribbean,72.0,,0,,2019-01-01 00:00:00,,Latin America/Caribbean
43,77240,NPO FY2025,2019,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Pacific,Country Office,International Country Office,Asia/Pacific,Actual,150.0,150.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,150.0,regional_grouped,,Asia/Pacific,150.0,,0,,2019-01-01 00:00:00,,Asia/Pacific
44,88293,NPO FY2025,2018,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Caucasus,Country Office,International Country Office,Europe,Actual,50.0,50.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,50.0,regional_grouped,,Europe,50.0,,0,,2018-01-01 00:00:00,,Europe
45,88295,NPO FY2025,2018,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Central and Eastern Europe,National Office,National Office,Europe,Actual,149.0,149.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,,0,,149.0,regional_grouped,,Europe,149.0,,0,,2018-01-01 00:00:00,,Europe
46,88309,NPO FY2025,2018,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Guatemala/Mesoamerica,Country Office,US Country Office,Latin America/Caribbean,Actual,85.0,85.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,85.0,regional_grouped,,Latin America/Caribbean,85.0,,0,,2018-01-01 00:00:00,,Latin America/Caribbean
47,88310,NPO FY2025,2018,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Guianas,Country Office,US Country Office,Latin America/Caribbean,Actual,52.0,52.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,52.0,regional_grouped,,Latin America/Caribbean,52.0,,0,,2018-01-01 00:00:00,,Latin America/Caribbean
48,88331,NPO FY2025,2018,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Pacific,Country Office,International Country Office,Asia/Pacific,Actual,218.0,218.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,,0,,218.0,regional_grouped,,Asia/Pacific,218.0,,0,,2018-01-01 00:00:00,,Asia/Pacific
49,6912,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,Associação Natureza Portugal (ANP),Partners,National Office,Europe,Actual,10.0,10.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,Associação Natureza Portugal (ANP),10.0,non_regional,National Office / Partners / Partners,Portugal,10.0,,0,Portugal,2025-01-01 00:00:00,,Portugal
50,6913,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,Emirates Nature (UAE),Partners,National Office,Europe,Actual,15.0,15.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,Emirates Nature (UAE),15.0,non_regional,National Office / Partners / Partners,United Arab Emirates,15.0,,0,United Arab Emirates,2025-01-01 00:00:00,,United Arab Emirates
51,6917,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Australia,National Office,National Office,Asia/Pacific,Actual,432.0,432.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Australia,432.0,non_regional,National Office / Partners / Partners,Australia,432.0,,0,Australia,2025-01-01 00:00:00,,Australia
52,6918,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Austria,National Office,National Office,Europe,Actual,19.0,19.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Austria,19.0,non_regional,National Office / Partners / Partners,Austria,19.0,,0,Austria,2025-01-01 00:00:00,,Austria
53,6919,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Belgium,National Office,National Office,Europe,Actual,36.0,36.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,National Office / Partners,CO2 Emissions (mTCO2e) by WWF Office,Europe,0,WWF-Belgium,36.0,non_regional,National Office / Partners / Partners,Belgium,36.0,,0,Belgium,2025-01-01 00:00:00,,Belgium
54,6920,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Bhutan,Country Office,US Country Office,Asia/Pacific,Actual,49.9,49.9,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Asia/Pacific,0,WWF-Bhutan,49.9,non_regional,Country Office,Bhutan,49.9,,0,Bhutan,2025-01-01 00:00:00,,Bhutan
55,6921,NPO FY2025,2025,197.0,F1,Total CO2 emissions caused by business air travel (tonnes),Number,WWF-Bolivia,Country Office,US Country Office,Latin America/Caribbean,Actual,105.0,105.0,,Scope 3: WWF offices are asked to report and monitor their flight travels carbon emissions through the South Pole portal so that they shall share the same methodology to calculate their flight travels carbon emissions.,0,Country Office,CO2 Emissions (mTCO2e) by WWF Office,Latin America/Caribbean,0,WWF-Bolivia,105.0,non_regional,Country Office,Bolivia,105.0,,0,Bolivia,2025-01-01 00:00:00,,Bolivia
