,id,npo,year,metric_id,metric_code,metric_name,unit,office,office_type,home_office,region,scenario,value_us_consolidated,value_non_consolidated,currency,metric_description,check_not_same_value_us,office_type_fe,graph_fe,region_gsheet_andreas,Field1,office_gsheet_andreas,value_non_consolidated_float,group_dataset,office_type_gsheet_andreas,country_gsheet_andreas,value_us_consolidated_float,OBJECTID_1,country_opensource_data_name,year_time,office_1,country
0,6329,NPO FY2025,2025,1354.0,DDD400,Total Supporters and partners,Number,WWF-Adria,Country Office,International Country Office,Europe,Actual,1469.0,1469.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,1469.0,regional_grouped,,Europe,1469.0,0,,2025-01-01 00:00:00,,Europe
1,6339,NPO FY2025,2025,1354.0,DDD400,Total Supporters and partners,Number,WWF-Caucasus,Country Office,International Country Office,Europe,Actual,1355.0,1355.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,1355.0,regional_grouped,,Europe,1355.0,0,,2025-01-01 00:00:00,,Europe
2,6341,NPO FY2025,2025,1354.0,DDD400,Total Supporters and partners,Number,WWF-Central and Eastern Europe,National Office,National Office,Europe,Actual,973094.0,973094.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,National Office / Partners,Supporters & Partners (EUR) by WWF Office,,0,,973094.0,regional_grouped,,Europe,973094.0,0,,2025-01-01 00:00:00,,Europe
3,6355,NPO FY2025,2025,1354.0,DDD400,Total Supporters and partners,Number,WWF-Guatemala/Mesoamerica,Country Office,US Country Office,Latin America/Caribbean,Actual,3.0,3.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,3.0,regional_grouped,,Latin America/Caribbean,3.0,0,,2025-01-01 00:00:00,,Latin America/Caribbean
4,6356,NPO FY2025,2025,1354.0,DDD400,Total Supporters and partners,Number,WWF-Guianas,Country Office,US Country Office,Latin America/Caribbean,Actual,0.0,0.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,0.0,regional_grouped,,Latin America/Caribbean,0.0,0,,2025-01-01 00:00:00,,Latin America/Caribbean
5,6376,NPO FY2025,2025,1354.0,DDD400,Total Supporters and partners,Number,WWF-North Africa,Country Office,International Country Office,Europe,Actual,15.0,15.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,15.0,regional_grouped,,Europe,15.0,0,,2025-01-01 00:00:00,,Europe
6,6378,NPO FY2025,2025,1354.0,DDD400,Total Supporters and partners,Number,WWF-Pacific,Country Office,International Country Office,Asia/Pacific,Actual,1.0,1.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,1.0,regional_grouped,,Asia/Pacific,1.0,0,,2025-01-01 00:00:00,,Asia/Pacific
7,14823,NPO FY2025,2024,1354.0,DDD400,Total Supporters and partners,Number,WWF-Adria,Country Office,International Country Office,Europe,Actual,820.0,820.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,820.0,regional_grouped,,Europe,820.0,0,,2024-01-01 00:00:00,,Europe
8,14833,NPO FY2025,2024,1354.0,DDD400,Total Supporters and partners,Number,WWF-Caucasus,Country Office,International Country Office,Europe,Actual,854.0,854.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,854.0,regional_grouped,,Europe,854.0,0,,2024-01-01 00:00:00,,Europe
9,14835,NPO FY2025,2024,1354.0,DDD400,Total Supporters and partners,Number,WWF-Central and Eastern Europe,National Office,National Office,Europe,Actual,1018073.0,1018073.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,National Office / Partners,Supporters & Partners (EUR) by WWF Office,,0,,1018073.0,regional_grouped,,Europe,1018073.0,0,,2024-01-01 00:00:00,,Europe
10,14849,NPO FY2025,2024,1354.0,DDD400,Total Supporters and partners,Number,WWF-Guatemala/Mesoamerica,Country Office,US Country Office,Latin America/Caribbean,Actual,5.0,5.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,5.0,regional_grouped,,Latin America/Caribbean,5.0,0,,2024-01-01 00:00:00,,Latin America/Caribbean
11,14850,NPO FY2025,2024,1354.0,DDD400,Total Supporters and partners,Number,WWF-Guianas,Country Office,US Country Office,Latin America/Caribbean,Actual,1.0,1.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,1.0,regional_grouped,,Latin America/Caribbean,1.0,0,,2024-01-01 00:00:00,,Latin America/Caribbean
12,14870,NPO FY2025,2024,1354.0,DDD400,Total Supporters and partners,Number,WWF-North Africa,Country Office,International Country Office,Europe,Actual,11.0,11.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,11.0,regional_grouped,,Europe,11.0,0,,2024-01-01 00:00:00,,Europe
13,14872,NPO FY2025,2024,1354.0,DDD400,Total Supporters and partners,Number,WWF-Pacific,Country Office,International Country Office,Asia/Pacific,Actual,2.0,2.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,2.0,regional_grouped,,Asia/Pacific,2.0,0,,2024-01-01 00:00:00,,Asia/Pacific
14,25919,NPO FY2025,2023,1354.0,DDD400,Total Supporters and partners,Number,WWF-Adria,Country Office,International Country Office,Europe,Actual,721.0,721.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,721.0,regional_grouped,,Europe,721.0,0,,2023-01-01 00:00:00,,Europe
15,25929,NPO FY2025,2023,1354.0,DDD400,Total Supporters and partners,Number,WWF-Caucasus,Country Office,International Country Office,Europe,Actual,1.0,1.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,1.0,regional_grouped,,Europe,1.0,0,,2023-01-01 00:00:00,,Europe
16,25931,NPO FY2025,2023,1354.0,DDD400,Total Supporters and partners,Number,WWF-Central and Eastern Europe,National Office,National Office,Europe,Actual,997916.0,997916.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,National Office / Partners,Supporters & Partners (EUR) by WWF Office,,0,,997916.0,regional_grouped,,Europe,997916.0,0,,2023-01-01 00:00:00,,Europe
17,25945,NPO FY2025,2023,1354.0,DDD400,Total Supporters and partners,Number,WWF-Guatemala/Mesoamerica,Country Office,US Country Office,Latin America/Caribbean,Actual,6.0,6.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,6.0,regional_grouped,,Latin America/Caribbean,6.0,0,,2023-01-01 00:00:00,,Latin America/Caribbean
18,25946,NPO FY2025,2023,1354.0,DDD400,Total Supporters and partners,Number,WWF-Guianas,Country Office,US Country Office,Latin America/Caribbean,Actual,3.0,3.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,3.0,regional_grouped,,Latin America/Caribbean,3.0,0,,2023-01-01 00:00:00,,Latin America/Caribbean
19,25966,NPO FY2025,2023,1354.0,DDD400,Total Supporters and partners,Number,WWF-North Africa,Country Office,International Country Office,Europe,Actual,7.0,7.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,7.0,regional_grouped,,Europe,7.0,0,,2023-01-01 00:00:00,,Europe
20,25968,NPO FY2025,2023,1354.0,DDD400,Total Supporters and partners,Number,WWF-Pacific,Country Office,International Country Office,Asia/Pacific,Actual,2.0,2.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,2.0,regional_grouped,,Asia/Pacific,2.0,0,,2023-01-01 00:00:00,,Asia/Pacific
21,38034,NPO FY2025,2022,1354.0,DDD400,Total Supporters and partners,Number,WWF-Adria,Country Office,International Country Office,Europe,Actual,588.0,588.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,588.0,regional_grouped,,Europe,588.0,0,,2022-01-01 00:00:00,,Europe
22,38044,NPO FY2025,2022,1354.0,DDD400,Total Supporters and partners,Number,WWF-Caucasus,Country Office,International Country Office,Europe,Actual,14.0,14.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,14.0,regional_grouped,,Europe,14.0,0,,2022-01-01 00:00:00,,Europe
23,38046,NPO FY2025,2022,1354.0,DDD400,Total Supporters and partners,Number,WWF-Central and Eastern Europe,National Office,National Office,Europe,Actual,932200.0,932200.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,National Office / Partners,Supporters & Partners (EUR) by WWF Office,,0,,932200.0,regional_grouped,,Europe,932200.0,0,,2022-01-01 00:00:00,,Europe
24,38060,NPO FY2025,2022,1354.0,DDD400,Total Supporters and partners,Number,WWF-Guatemala/Mesoamerica,Country Office,US Country Office,Latin America/Caribbean,Actual,11.0,11.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,11.0,regional_grouped,,Latin America/Caribbean,11.0,0,,2022-01-01 00:00:00,,Latin America/Caribbean
25,38061,NPO FY2025,2022,1354.0,DDD400,Total Supporters and partners,Number,WWF-Guianas,Country Office,US Country Office,Latin America/Caribbean,Actual,1.0,1.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,1.0,regional_grouped,,Latin America/Caribbean,1.0,0,,2022-01-01 00:00:00,,Latin America/Caribbean
26,38082,NPO FY2025,2022,1354.0,DDD400,Total Supporters and partners,Number,WWF-Pacific,Country Office,International Country Office,Asia/Pacific,Actual,2.0,2.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,2.0,regional_grouped,,Asia/Pacific,2.0,0,,2022-01-01 00:00:00,,Asia/Pacific
27,50372,NPO FY2025,2021,1354.0,DDD400,Total Supporters and partners,Number,WWF-Adria,Country Office,International Country Office,Europe,Actual,504.0,504.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,504.0,regional_grouped,,Europe,504.0,0,,2021-01-01 00:00:00,,Europe
28,50382,NPO FY2025,2021,1354.0,DDD400,Total Supporters and partners,Number,WWF-Caucasus,Country Office,International Country Office,Europe,Actual,3.0,3.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,3.0,regional_grouped,,Europe,3.0,0,,2021-01-01 00:00:00,,Europe
29,50384,NPO FY2025,2021,1354.0,DDD400,Total Supporters and partners,Number,WWF-Central and Eastern Europe,National Office,National Office,Europe,Actual,762484.0,762484.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,National Office / Partners,Supporters & Partners (EUR) by WWF Office,,0,,762484.0,regional_grouped,,Europe,762484.0,0,,2021-01-01 00:00:00,,Europe
30,50398,NPO FY2025,2021,1354.0,DDD400,Total Supporters and partners,Number,WWF-Guatemala/Mesoamerica,Country Office,US Country Office,Latin America/Caribbean,Actual,13.0,13.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,13.0,regional_grouped,,Latin America/Caribbean,13.0,0,,2021-01-01 00:00:00,,Latin America/Caribbean
31,50399,NPO FY2025,2021,1354.0,DDD400,Total Supporters and partners,Number,WWF-Guianas,Country Office,US Country Office,Latin America/Caribbean,Actual,1.0,1.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,1.0,regional_grouped,,Latin America/Caribbean,1.0,0,,2021-01-01 00:00:00,,Latin America/Caribbean
32,50420,NPO FY2025,2021,1354.0,DDD400,Total Supporters and partners,Number,WWF-Pacific,Country Office,International Country Office,Asia/Pacific,Actual,14.0,14.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,14.0,regional_grouped,,Asia/Pacific,14.0,0,,2021-01-01 00:00:00,,Asia/Pacific
33,62195,NPO FY2025,2020,1354.0,DDD400,Total Supporters and partners,Number,WWF-Adria,Country Office,International Country Office,Europe,Actual,279.0,279.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,279.0,regional_grouped,,Europe,279.0,0,,2020-01-01 00:00:00,,Europe
34,62205,NPO FY2025,2020,1354.0,DDD400,Total Supporters and partners,Number,WWF-Caucasus,Country Office,International Country Office,Europe,Actual,2.0,2.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,2.0,regional_grouped,,Europe,2.0,0,,2020-01-01 00:00:00,,Europe
35,62207,NPO FY2025,2020,1354.0,DDD400,Total Supporters and partners,Number,WWF-Central and Eastern Europe,National Office,National Office,Europe,Actual,595062.0,595062.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,National Office / Partners,Supporters & Partners (EUR) by WWF Office,,0,,595062.0,regional_grouped,,Europe,595062.0,0,,2020-01-01 00:00:00,,Europe
36,62221,NPO FY2025,2020,1354.0,DDD400,Total Supporters and partners,Number,WWF-Guatemala/Mesoamerica,Country Office,US Country Office,Latin America/Caribbean,Actual,18.0,18.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,18.0,regional_grouped,,Latin America/Caribbean,18.0,0,,2020-01-01 00:00:00,,Latin America/Caribbean
37,62222,NPO FY2025,2020,1354.0,DDD400,Total Supporters and partners,Number,WWF-Guianas,Country Office,US Country Office,Latin America/Caribbean,Actual,0.0,0.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,0.0,regional_grouped,,Latin America/Caribbean,0.0,0,,2020-01-01 00:00:00,,Latin America/Caribbean
38,62243,NPO FY2025,2020,1354.0,DDD400,Total Supporters and partners,Number,WWF-Pacific,Country Office,International Country Office,Asia/Pacific,Actual,27.0,27.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,27.0,regional_grouped,,Asia/Pacific,27.0,0,,2020-01-01 00:00:00,,Asia/Pacific
39,73602,NPO FY2025,2019,1354.0,DDD400,Total Supporters and partners,Number,WWF-Caucasus,Country Office,International Country Office,Europe,Actual,296.0,296.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,296.0,regional_grouped,,Europe,296.0,0,,2019-01-01 00:00:00,,Europe
40,73604,NPO FY2025,2019,1354.0,DDD400,Total Supporters and partners,Number,WWF-Central and Eastern Europe,National Office,National Office,Europe,Actual,619336.0,619336.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,National Office / Partners,Supporters & Partners (EUR) by WWF Office,,0,,619336.0,regional_grouped,,Europe,619336.0,0,,2019-01-01 00:00:00,,Europe
41,73618,NPO FY2025,2019,1354.0,DDD400,Total Supporters and partners,Number,WWF-Guatemala/Mesoamerica,Country Office,US Country Office,Latin America/Caribbean,Actual,29.0,29.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,29.0,regional_grouped,,Latin America/Caribbean,29.0,0,,2019-01-01 00:00:00,,Latin America/Caribbean
42,73619,NPO FY2025,2019,1354.0,DDD400,Total Supporters and partners,Number,WWF-Guianas,Country Office,US Country Office,Latin America/Caribbean,Actual,8.0,8.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,8.0,regional_grouped,,Latin America/Caribbean,8.0,0,,2019-01-01 00:00:00,,Latin America/Caribbean
43,73640,NPO FY2025,2019,1354.0,DDD400,Total Supporters and partners,Number,WWF-Pacific,Country Office,International Country Office,Asia/Pacific,Actual,24.0,24.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,24.0,regional_grouped,,Asia/Pacific,24.0,0,,2019-01-01 00:00:00,,Asia/Pacific
44,87512,NPO FY2025,2018,1354.0,DDD400,Total Supporters and partners,Number,WWF-Caucasus,Country Office,International Country Office,Europe,Actual,31.0,31.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,31.0,regional_grouped,,Europe,31.0,0,,2018-01-01 00:00:00,,Europe
45,87514,NPO FY2025,2018,1354.0,DDD400,Total Supporters and partners,Number,WWF-Central and Eastern Europe,National Office,National Office,Europe,Actual,581162.0,581162.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,National Office / Partners,Supporters & Partners (EUR) by WWF Office,,0,,581162.0,regional_grouped,,Europe,581162.0,0,,2018-01-01 00:00:00,,Europe
46,87528,NPO FY2025,2018,1354.0,DDD400,Total Supporters and partners,Number,WWF-Guatemala/Mesoamerica,Country Office,US Country Office,Latin America/Caribbean,Actual,34.0,34.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,34.0,regional_grouped,,Latin America/Caribbean,34.0,0,,2018-01-01 00:00:00,,Latin America/Caribbean
47,87529,NPO FY2025,2018,1354.0,DDD400,Total Supporters and partners,Number,WWF-Guianas,Country Office,US Country Office,Latin America/Caribbean,Actual,8.0,8.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,8.0,regional_grouped,,Latin America/Caribbean,8.0,0,,2018-01-01 00:00:00,,Latin America/Caribbean
48,87550,NPO FY2025,2018,1354.0,DDD400,Total Supporters and partners,Number,WWF-Pacific,Country Office,International Country Office,Asia/Pacific,Actual,0.0,0.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,Country Office,Supporters & Partners (EUR) by WWF Office,,0,,0.0,regional_grouped,,Asia/Pacific,0.0,0,,2018-01-01 00:00:00,,Asia/Pacific
49,6325,NPO FY2025,2025,1354.0,DDD400,Total Supporters and partners,Number,Associação Natureza Portugal (ANP),Partners,National Office,Europe,Actual,4140.0,4140.0,,"A supporter/partner is allocated to one category only, so that the overall total of WWF supporters and partners can be established without double counting. All categories will count supporters or partners who have been active within the past 12 months of the period under review. After careful consideration, it has been decided that this will be a clearer and more coherent way to count our supporters across the entire Network.",0,National Office / Partners,Supporters & Partners (EUR) by WWF Office,Europe,0,Associação Natureza Portugal (ANP),4140.0,non_regional,National Office / Partners / Partners,Portugal,4140.0,0,Portugal,2025-01-01 00:00:00,,Portugal
